,category,contract_address,from,time,to,token,value,blockchain,ticker,decimal,calc_value
0,from,0xe264cb5a941f98a391b9d5244378edf79bf5c19e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,USD LP,6.016215e+22,arbitrum-one,USD-LP,18.0,60162.149999999994
1,from,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,nUSD,8.946e+19,arbitrum-one,nUSD,18.0,89.46
2,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-03-09 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,2e+19,arbitrum-one,nETH,18.0,19.999999999999996
3,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0xb573a1a496a048436f493e662612d875b08a97f5,snx-synthetix-network-token,1e+23,arbitrum-one,syn,18.0,99999.99999999999
4,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x65ddd0cb5c06c642c344efddbccab97031e0f2ba,snx-synthetix-network-token,1e+23,arbitrum-one,syn,18.0,99999.99999999999
5,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,nETH,2.1e+19,arbitrum-one,nETH,18.0,20.999999999999996
6,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-12 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,3.2e+19,arbitrum-one,nETH,18.0,31.999999999999996
7,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-01 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,1e+19,arbitrum-one,nETH,18.0,9.999999999999998
8,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-02-18 00:00:00.000 UTC,0x4bd970cef843c27d77d1f531336765dcc4b29c18,nETH,1.05e+19,arbitrum-one,nETH,18.0,10.499999999999998
9,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-10-28 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,1e+19,arbitrum-one,nETH,18.0,9.999999999999998
10,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x6db7c1afd6974deb6c0d7d5ff8a101408042cd02,snx-synthetix-network-token,1e+23,arbitrum-one,syn,18.0,99999.99999999999
11,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-12-02 00:00:00.000 UTC,0x73186f2cf2493f20836b17b21ae79fc12934e207,snx-synthetix-network-token,2.5e+23,arbitrum-one,syn,18.0,249999.99999999997
12,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-10-29 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,2.56e+19,arbitrum-one,nETH,18.0,25.599999999999998
13,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,nETH,1.184e+19,arbitrum-one,nETH,18.0,11.839999999999998
14,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-12-23 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,8e+18,arbitrum-one,nETH,18.0,7.999999999999999
15,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-12-01 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nETH,5e+18,arbitrum-one,nETH,18.0,4.999999999999999
16,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-19 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,1.63e+19,arbitrum-one,nETH,18.0,16.299999999999997
17,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-02-18 00:00:00.000 UTC,0x154078871c6d58c16e28e03afda60fe77b75eaac,nETH,1.05e+19,arbitrum-one,nETH,18.0,10.499999999999998
18,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-19 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,1.4e+19,arbitrum-one,nETH,18.0,13.999999999999998
19,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-04-18 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,nETH,2e+19,arbitrum-one,nETH,18.0,19.999999999999996
20,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-10-08 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nETH,1.2e+19,arbitrum-one,nETH,18.0,11.999999999999998
21,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x828cbba56b8265a156a9ddf07cf2150139efd011,snx-synthetix-network-token,1e+23,arbitrum-one,syn,18.0,99999.99999999999
22,from,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-01-05 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,2.94e+22,arbitrum-one,nUSD,18.0,29400.0
23,from,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-01-05 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,6e+21,arbitrum-one,nUSD,18.0,5999.999999999999
24,from,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,usdt-tether,10934710000.0,arbitrum-one,usdt,6.0,10934.71
25,from,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,dai-dai,4.46174e+21,arbitrum-one,dai,18.0,4461.74
26,from,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,usdc-usd-coin,15726470000.0,arbitrum-one,usdc.e,6.0,15726.47
27,from,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-02-18 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,weth-weth,1.6e+17,arbitrum-one,weth,18.0,0.15999999999999998
28,from,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-19 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,weth-weth,1.45e+19,arbitrum-one,weth,18.0,14.499999999999998
29,in,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0xbafc462d00993ffcd3417abbc2eb15a342123fda,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,usdc-usd-coin,15726470751.0,arbitrum-one,usdc.e,6.0,15726.470750999999
30,in,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xa067668661c84476afcdc6fa5d758c4c01c34352,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,weth-weth,1.4685211026143724e+19,arbitrum-one,weth,18.0,14.685211026143723
31,in,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x0000000000000000000000000000000000000000,2022-05-07 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,snx-synthetix-network-token,8.5e+23,arbitrum-one,syn,18.0,849999.9999999999
32,in,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x6f4e8eba4d337f874ab57478acc2cb5bacdc19c9,2022-02-18 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nETH,9.37295729951416e+19,arbitrum-one,nETH,18.0,93.72957299514158
33,in,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x6f4e8eba4d337f874ab57478acc2cb5bacdc19c9,2021-12-01 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nETH,1.3075350392266787e+19,arbitrum-one,nETH,18.0,13.075350392266785
34,in,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x6f4e8eba4d337f874ab57478acc2cb5bacdc19c9,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nETH,1.5352040813328091e+19,arbitrum-one,nETH,18.0,15.35204081332809
35,in,0x080f6aed32fc474dd5717105dba5ea57268f46eb,0x0000000000000000000000000000000000000000,2021-12-02 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,snx-synthetix-network-token,2.5e+23,arbitrum-one,syn,18.0,249999.99999999997
36,in,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,0x6f4e8eba4d337f874ab57478acc2cb5bacdc19c9,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nUSD,1.3094640354188811e+22,arbitrum-one,nUSD,18.0,13094.64035418881
37,in,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x6f4e8eba4d337f874ab57478acc2cb5bacdc19c9,2021-11-01 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nETH,4.294372733108974e+19,arbitrum-one,nETH,18.0,42.94372733108974
38,in,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0xa067668661c84476afcdc6fa5d758c4c01c34352,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nETH,1.403619437427898e+19,arbitrum-one,nETH,18.0,14.036194374278978
39,in,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,0x6f4e8eba4d337f874ab57478acc2cb5bacdc19c9,2021-10-08 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nETH,4.760906403803024e+19,arbitrum-one,nETH,18.0,47.60906403803023
40,in,0xe264cb5a941f98a391b9d5244378edf79bf5c19e,0x84cd82204c07c67df1c2c372d8fd11b3266f76a3,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,USD LP,6.016215686298777e+22,arbitrum-one,USD-LP,18.0,60162.15686298776
41,in,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,0x84cd82204c07c67df1c2c372d8fd11b3266f76a3,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,nUSD,2.2394828820280324e+22,arbitrum-one,nUSD,18.0,22394.82882028032
42,in,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xbafc462d00993ffcd3417abbc2eb15a342123fda,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,usdt-tether,10934710224.0,arbitrum-one,usdt,6.0,10934.710224
43,in,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0xbafc462d00993ffcd3417abbc2eb15a342123fda,2021-11-15 00:00:00.000 UTC,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,dai-dai,4.4617481334255355e+21,arbitrum-one,dai,18.0,4461.748133425535
