,blockchain,category,contract_address,decimals,from,time,to,token,value
93,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3374571164445667897
94,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,176148861572960027410
95,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,5503971338392120193
96,,in,0x622236bb180256b6ae1a935dae08dc0356141632,,0x6da5f047b1ec9e822f132efdf02e76eddf29dbf5,2022-07-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,1000000000000000000
97,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,70334697083638298601
98,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-12-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,16338722998244204855
99,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-03-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,168248757361344365878
100,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,8032738047933869172
101,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,118852021645787145025
102,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-27 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3820734328510017740
103,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,140019370996057021579
104,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,6452708288491373750
105,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,4569493816828812372
106,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,104969735006471433630
107,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,69205338436612753896
108,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,58758223144542990598
109,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,1383894437964617777
110,,in,0xb688d06d858e092ebb145394a1ba08c7a10e1f56,,0x24b9f6ce8370a25104699682d878ad32f035956c,2022-09-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,448386000000000000000000
111,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-12 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,2875954289167842802
112,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-05-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,155834548338307105387
113,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,45190032828498928045
114,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,2802485208753728039
115,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-09-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,17818052455309644462
116,,in,0x7a6b87d7a874fce4c2d923b09c0e09e4936bcf57,,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,7000
117,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,22909401720983139179
118,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-08 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3163301965897660069
119,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3122963365946553748
120,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,194764628413793125958
121,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-20 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,100000000000000000000000
122,ethereum,from,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-09 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,weth-weth,71156453735896877256
123,ethereum,from,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-26 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,weth-weth,1418819246928376450
124,ethereum,from,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-09-30 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,weth-weth,3000000000000000000
125,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-24 00:00:00.000 UTC,0xcb564c49769882562a3684f6ae17fb8f302dc8bb,,25000000000000000000000
126,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-29 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,,10000000000000000000000
127,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,10000000000000000000000
128,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-25 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,19220149345941756696606
129,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-01 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,60000000000000000000000
130,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-04 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,63639403316029382084110
131,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-15 00:00:00.000 UTC,0xb104bcbfe8b143804d8cfe92e9f100a3270d1e55,,1000000000000000000000
132,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-08 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,44289681818859086286045
133,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,100000000000000000000000
134,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-04 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,60000000000000000000000
135,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-23 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,,40000000000000000000000
136,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-03 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,,7000000000000000000000
137,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-19 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,30000000000000000000000
138,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-14 00:00:00.000 UTC,0x9274a5596d7e95ae3631727f54290b48967091ac,,1000000000000000000
139,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-08 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
140,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-23 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,542403692796623757781760
141,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-09 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
142,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-06 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
143,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-17 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,22186190000000000000000
144,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-29 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,1000000000000000000000
145,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-18 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,52832679590428431262788
146,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-08 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,43148018518280406695163
147,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-02 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
148,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-15 00:00:00.000 UTC,0xb104bcbfe8b143804d8cfe92e9f100a3270d1e55,,5000000000000000000000
149,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-06 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
150,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-25 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,38851326495267266584996
151,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-11 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,110000000000000000000000
152,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-08 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,53432068882542812531077
153,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-09 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
154,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-05 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,60000000000000000000000
155,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-22 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,,30000000000000000000000
156,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-15 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,100000000000000000000000
157,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-16 00:00:00.000 UTC,0x19eb7d50e97bb8bffc1fb60964c29bfa3a706aee,,5000000000000000000000
158,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-09 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,148261503255996030872940
159,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-22 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,64000000000000000000000
160,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-02 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,,15000000000000000000000
161,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-05 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,,10000000000000000000000
162,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-08 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,15000000000000000000000
163,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-02 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,,4500000000000000000000
164,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-29 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,20000000000000000000000
165,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-22 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,100000000000000000000000
166,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,622488254611417633601133
167,,from,0x4a41775da459b38e641141e4c696df10ec1f4983,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-29 00:00:00.000 UTC,0xa166e5595557abbd279180ff90ad77383b68d325,,673811050340138204360250
168,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-28 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,60000000000000000000000
169,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-07-07 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
170,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-22 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,,12000000000000000000000
171,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-08 00:00:00.000 UTC,0x8d5e390f7b2f8b69205ed0d797ee53a6cd957d67,,10000000000000000000000
172,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-24 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,40000000000000000000000
173,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-04 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,513416692322384572002903
174,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,50000000000000000000000
175,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-06 00:00:00.000 UTC,0xcbec53c25728172bcc368fcc46c1b3da75356f4d,,3800000000000000000000
176,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-01 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,,5250000000000000000000
177,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-03 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
178,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-25 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,10133977130032186000765
179,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-14 00:00:00.000 UTC,0x9274a5596d7e95ae3631727f54290b48967091ac,,19999000000000000000000
180,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-01 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,5000000000000000000000
181,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-20 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,30000000000000000000000
182,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,70000000000000000000000
183,,in,0x0642026e7f0b6ccac5925b4e7fa61384250e1701,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,60000000000000000000
184,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-01 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,200000000000000000000000
185,,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,high-highstreet-token,1468000000000000000000
186,ethereum,from,0x6b175474e89094c44da98b954eedeac495271d0f,18.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-07 00:00:00.000 UTC,0x38f197ae861db6db384ea8a6ad3d91a07dfe4c22,dai-dai,30000000000000000000000
